Version,Filename,NR,NAUTHORS,LOC,LOC_ADDED,AVGLOCADDED,MAXLOCADDED,CHURN,AVGCHURN,MAXCHURN,BUGGY
0.9.0.1,storm-core/src/jvm/backtype/storm/state/IStateSpoutOutputCollector.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/state/ISubscribedState.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/state/ISynchronizeOutputCollector.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/state/StateSpoutOutputCollector.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/state/SynchronizeOutputCollector.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/task/GeneralTopologyContext.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/task/IBolt.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/task/IErrorReporter.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/task/IMetricsContext.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/task/IOutputCollector.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/task/OutputCollector.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/task/ShellBolt.java,13,4,0,0,0.0,0,0,0.0,0,Yes
0.9.0.1,storm-core/src/jvm/backtype/storm/task/TopologyContext.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/task/WorkerTopologyContext.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/AckFailDelegate.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/AckFailMapTracker.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/AckTracker.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/BatchNumberList.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/BatchProcessWord.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/BatchRepeatA.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/BoltTracker.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/CompleteTopologyParam.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/CountingBatchBolt.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/CountingCommitBolt.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/FeederSpout.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/FixedTuple.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/FixedTupleSpout.java,5,3,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/IdentityBolt.java,3,2,0,0,0.0,0,0,0.0,0,No
